chr1	39300000	40900000	HC1
chr1	40900000	41100000	HC3
chr1	41100000	41500000	HC1
chr1	41500000	41600000	HC3
chr1	41600000	41700000	HC2
chr1	41700000	42100000	HC3
chr1	42100000	42200000	HC1
chr1	42200000	42500000	HC2
chr1	42500000	42700000	HC3
chr1	42700000	42800000	HC2
chr1	42800000	43000000	HC3
chr1	43000000	43100000	HC5
chr1	43100000	44500000	HC1
chr1	44500000	44900000	HC3
chr1	44900000	45000000	HC5
chr1	45000000	45100000	HC3
chr1	45100000	45600000	HC1
chr1	45600000	45700000	HC3
chr1	45700000	46900000	HC1
chr1	46900000	47000000	HC5
chr1	47000000	47200000	HC2
chr1	47200000	47700000	HC5
chr1	47700000	47900000	HC2
chr1	47900000	48000000	HC3
chr1	48000000	49400000	HC5
chr1	49400000	50500000	HC6
chr1	50500000	50800000	HC5
chr1	50800000	50900000	HC7
chr1	50900000	51300000	HC4
chr1	51300000	51500000	HC2
chr1	51500000	51600000	HC7
chr1	51600000	51700000	HC4
chr1	51700000	52300000	HC2
chr1	52300000	53500000	HC1
chr1	53500000	53600000	HC3
chr1	53600000	53900000	HC1
chr1	53900000	54200000	HC5
chr1	54200000	54600000	HC1
chr1	54600000	54700000	HC3
chr1	54700000	54900000	HC2
chr1	54900000	55200000	HC4
chr1	55200000	55400000	HC2
chr1	55400000	55500000	HC5
chr1	55500000	55800000	HC4
chr1	55800000	56500000	HC5
chr1	56500000	56600000	HC4
chr1	56600000	56900000	HC5
chr1	56900000	57100000	HC7
chr1	57100000	58500000	HC5
chr1	58500000	58600000	HC7
chr1	58600000	58800000	HC5
chr1	58800000	58900000	HC7
chr1	58900000	59900000	HC4
chr1	59900000	60400000	HC7
chr1	60400000	60800000	HC8
chr1	60800000	60900000	HC7
chr1	60900000	61300000	HC6
chr1	61300000	61500000	HC8
chr1	61500000	61600000	HC7
chr1	61600000	61700000	HC8
chr1	61700000	61900000	HC7
chr1	61900000	62100000	HC8
chr1	62100000	62300000	HC4
chr1	62300000	62900000	HC7
chr1	62900000	63300000	HC4
chr1	63300000	63800000	HC7
chr1	63800000	64200000	HC4
chr1	64200000	64700000	HC7
chr1	64700000	64900000	HC8
chr1	64900000	65000000	HC7
chr1	65000000	65200000	HC8
chr1	65200000	65300000	HC7
chr1	65300000	65400000	HC2
chr1	65400000	65500000	HC4
chr1	65500000	65600000	HC7
chr1	65600000	65700000	HC2
chr1	65700000	65800000	HC7
chr1	65800000	65900000	HC4
chr1	65900000	66000000	HC7
chr1	66000000	66700000	HC8
chr1	66700000	66800000	HC4
chr1	66800000	66900000	HC2
chr1	66900000	67000000	HC4
chr1	67000000	67100000	HC8
chr1	67100000	67300000	HC7
chr1	67300000	68000000	HC4
chr1	68000000	68100000	HC7
chr1	68100000	68200000	HC4
chr1	68200000	68300000	HC7
chr1	68300000	68600000	HC8
chr1	68600000	68700000	HC7
chr1	68700000	68900000	HC8
chr1	68900000	69000000	HC4
chr1	69000000	70600000	HC8
chr1	70600000	70900000	HC4
chr1	70900000	71000000	HC7
chr1	71000000	71500000	HC8
chr1	71500000	71600000	HC4
chr1	71600000	74600000	HC8
chr1	74600000	74700000	HC7
chr1	74700000	75000000	HC8
chr1	75000000	75100000	HC7
chr1	75100000	75300000	HC4
chr1	75300000	75800000	HC8
chr1	75800000	75900000	HC7
chr1	75900000	76100000	HC8
chr1	76100000	76300000	HC4
chr1	76300000	76700000	HC7
chr1	76700000	76800000	HC8
chr1	76800000	76900000	HC7
chr1	76900000	77300000	HC8
chr1	77300000	77400000	HC7
chr1	77400000	77500000	HC8
chr1	77500000	77600000	HC7
chr1	77600000	77700000	HC4
chr1	77700000	78000000	HC7
chr1	78000000	78100000	HC4
chr1	78100000	78300000	HC2
chr1	78300000	78400000	HC4
chr1	78400000	78500000	HC2
chr1	78500000	78700000	HC7
chr1	78700000	79000000	HC8
chr1	79000000	79200000	HC4
chr1	79200000	79500000	HC8
chr1	79500000	79600000	HC7
chr1	79600000	79900000	HC8
chr1	79900000	80000000	HC7
chr1	80000000	80100000	HC8
chr1	80100000	80200000	HC7
chr1	80200000	81100000	HC8
chr1	81100000	81200000	HC7
chr1	81200000	81700000	HC8
chr1	81700000	81800000	HC7
chr1	81800000	81900000	HC8
chr1	81900000	82100000	HC7
chr1	82100000	83600000	HC8
chr1	83600000	83900000	HC9
chr1	83900000	84000000	HC4
chr1	84000000	84500000	HC7
chr1	84500000	84600000	HC4
chr1	84600000	84700000	HC7
chr1	84700000	84800000	HC4
chr1	84800000	84900000	HC7
chr1	84900000	85200000	HC4
chr1	85200000	85400000	HC7
chr1	85400000	85500000	HC2
chr1	85500000	85800000	HC4
chr1	85800000	86100000	HC7
chr1	86100000	86500000	HC4
chr1	86500000	86600000	HC7
chr1	86600000	86800000	HC8
chr1	86800000	86900000	HC4
chr1	86900000	87100000	HC7
chr1	87100000	87200000	HC4
chr1	87200000	87300000	HC7
chr1	87300000	87600000	HC2
chr1	87600000	87700000	HC7
chr1	87700000	87900000	HC4
chr1	87900000	88100000	HC7
chr1	88100000	89000000	HC8
chr1	89000000	89100000	HC7
chr1	89100000	89600000	HC4
chr1	89600000	89900000	HC7
chr1	89900000	90100000	HC4
chr1	90100000	90200000	HC2
chr1	90200000	90500000	HC4
chr1	90500000	90600000	HC7
chr1	90600000	91100000	HC8
chr1	91100000	91300000	HC7
chr1	91300000	91400000	HC4
chr1	91400000	91500000	HC2
chr1	91500000	91700000	HC7
chr1	91700000	91800000	HC8
chr1	91800000	91900000	HC7
chr1	91900000	92000000	HC4
chr1	92000000	92200000	HC7
chr1	92200000	92400000	HC4
chr1	92400000	92700000	HC7
chr1	92700000	93100000	HC4
chr1	93100000	93200000	HC7
chr1	93200000	93300000	HC4
chr1	93300000	93700000	HC2
chr1	93700000	93900000	HC4
chr1	93900000	94000000	HC7
chr1	94000000	94200000	HC4
chr1	94200000	94300000	HC5
chr1	94300000	94400000	HC4
chr1	94400000	94800000	HC7
chr1	94800000	95000000	HC4
chr1	95000000	95300000	HC7
chr1	95300000	95400000	HC4
chr1	95400000	95800000	HC7
chr1	95800000	95900000	HC8
chr1	95900000	96700000	HC6
chr1	96700000	97100000	HC8
chr1	97100000	97300000	HC4
chr1	97300000	97400000	HC8
chr1	97400000	98300000	HC7
chr1	98300000	98400000	HC4
chr1	98400000	98500000	HC8
chr1	98500000	98600000	HC7
chr1	98600000	98800000	HC8
chr1	98800000	98900000	HC7
chr1	98900000	100100000	HC8
chr1	100100000	100500000	HC4
chr1	100500000	100600000	HC2
chr1	100600000	101000000	HC4
chr1	101000000	101300000	HC7
chr1	101300000	101700000	HC4
chr1	101700000	101900000	HC2
chr1	101900000	102000000	HC4
chr1	102000000	102100000	HC7
chr1	102100000	103800000	HC8
chr1	103900000	104000000	HC9
chr1	104000000	104100000	HC4
chr1	104100000	104200000	HC9
chr1	104300000	105200000	HC8
chr1	105200000	105400000	HC7
chr1	105400000	107500000	HC8
chr1	107500000	108300000	HC7
chr1	108300000	108500000	HC4
chr1	108500000	108700000	HC7
chr1	108700000	109100000	HC9
chr1	109100000	109400000	HC4
chr1	109400000	109700000	HC2
chr1	109700000	111000000	HC1
chr1	111000000	111100000	HC5
chr1	111100000	111300000	HC3
chr1	111300000	111800000	HC2
chr1	111800000	112000000	HC4
chr1	112000000	112300000	HC2
chr1	112300000	112400000	HC3
chr1	112400000	112900000	HC5
chr1	112900000	113100000	HC4
chr1	113100000	113200000	HC2
chr1	113200000	113400000	HC4
chr1	113400000	113600000	HC2
chr1	113600000	113700000	HC4
chr1	113700000	113900000	HC5
chr1	113900000	114000000	HC4
chr1	114000000	114200000	HC5
chr1	114200000	114300000	HC4
chr1	114300000	114500000	HC2
chr1	114500000	114600000	HC4
chr1	114600000	114900000	HC5
chr1	114900000	115000000	HC4
chr1	115000000	115100000	HC2
chr1	115100000	115200000	HC4
chr1	115200000	115300000	HC2
chr1	115300000	115400000	HC4
chr1	115400000	116100000	HC5
chr1	116100000	116300000	HC4
chr1	116300000	116500000	HC5
chr1	116500000	116700000	HC7
chr1	116700000	116900000	HC5
chr1	116900000	117200000	HC2
chr1	117200000	117700000	HC4
chr1	117700000	117900000	HC5
chr1	117900000	118000000	HC2
chr1	118000000	118200000	HC4
chr1	118200000	118400000	HC7
chr1	118400000	118500000	HC4
chr1	118500000	118600000	HC7
chr1	118600000	118700000	HC8
chr1	118700000	118800000	HC9
chr1	118800000	119400000	HC6
chr1	119400000	119600000	HC7
chr1	119600000	119700000	HC4
chr1	119700000	119800000	HC7
chr1	119800000	119900000	HC4
chr1	119900000	120100000	HC5
chr1	120100000	120200000	HC4
chr1	120200000	120500000	HC7
chr1	120500000	121000000	HC9
chr1	121100000	121500000	HC9
chr1	142500000	143000000	HC9
chr1	143100000	143300000	HC9
chr1	143400000	143600000	HC9
chr1	143900000	144100000	HC9
chr1	144500000	144600000	HC3
chr1	144600000	144700000	HC9
chr1	144800000	145400000	HC3
chr1	145400000	145700000	HC1
chr1	145700000	145800000	HC3
chr1	145800000	145900000	HC9
chr1	146400000	146500000	HC9
chr1	146500000	146800000	HC3
chr1	146800000	147000000	HC5
chr1	147000000	147200000	HC3
chr1	147200000	147400000	HC5
chr1	147400000	147500000	HC9
chr1	147700000	147800000	HC3
chr1	147800000	147900000	HC9
chr1	148000000	148400000	HC9
chr1	148500000	148600000	HC9
chr1	148800000	149400000	HC9
chr1	149500000	149800000	HC9
chr1	149800000	151900000	HC1
chr1	151900000	152000000	HC5
chr1	152000000	152100000	HC3
chr1	152100000	152800000	HC5
chr1	152800000	152900000	HC3
chr1	152900000	153300000	HC5
chr1	153300000	153400000	HC3
chr1	153400000	153500000	HC5
chr1	153500000	157200000	HC1
chr1	157200000	157400000	HC5
chr1	157400000	157600000	HC4
chr1	157600000	157700000	HC5
chr1	157700000	157800000	HC4
chr1	157800000	158100000	HC5
chr1	158100000	158200000	HC7
chr1	158200000	158300000	HC4
chr1	158300000	158800000	HC5
chr1	158800000	159100000	HC4
chr1	159100000	159200000	HC7
chr1	159200000	159800000	HC5
chr1	159800000	159900000	HC2
chr1	159900000	160000000	HC5
chr1	160000000	160100000	HC4
chr1	160100000	161000000	HC2
chr1	161000000	161400000	HC1
chr1	161400000	161600000	HC3
chr1	161600000	161800000	HC2
chr1	161800000	162000000	HC4
chr1	162000000	162400000	HC5
chr1	162400000	162800000	HC4
chr1	162800000	163100000	HC8
chr1	163100000	163200000	HC7
chr1	163200000	163300000	HC4
chr1	163300000	163400000	HC7
chr1	163400000	163500000	HC8
chr1	163500000	164500000	HC6
chr1	164500000	165300000	HC8
chr1	165300000	165400000	HC7
chr1	165400000	165500000	HC8
chr1	165500000	165600000	HC7
chr1	165600000	165800000	HC4
chr1	165800000	165900000	HC2
chr1	165900000	166300000	HC7
chr1	166300000	166400000	HC8
chr1	166400000	166500000	HC7
chr1	166500000	166800000	HC8
chr1	166800000	166900000	HC4
chr1	166900000	167100000	HC7
chr1	167100000	167200000	HC4
chr1	167200000	167400000	HC2
chr1	167400000	167500000	HC4
chr1	167500000	167800000	HC2
chr1	167800000	167900000	HC4
chr1	167900000	168000000	HC2
chr1	168000000	168300000	HC4
chr1	168300000	168400000	HC5
chr1	168400000	168500000	HC4
chr1	168500000	168900000	HC7
chr1	168900000	169200000	HC4
chr1	169200000	169300000	HC7
chr1	169300000	170100000	HC4
chr1	170100000	170300000	HC7
chr1	170300000	170500000	HC8
chr1	170500000	170600000	HC4
chr1	170600000	170700000	HC7
chr1	170700000	170800000	HC8
chr1	170800000	170900000	HC7
chr1	170900000	171100000	HC8
chr1	171100000	171400000	HC7
chr1	171400000	171500000	HC2
chr1	171500000	171800000	HC4
chr1	171800000	172100000	HC7
chr1	172100000	172200000	HC4
chr1	172200000	172300000	HC7
chr1	172300000	172400000	HC2
chr1	172400000	172600000	HC4
chr1	172600000	172700000	HC7
chr1	172700000	172800000	HC4
chr1	172800000	173100000	HC7
chr1	173100000	173300000	HC4
chr1	173300000	173400000	HC2
chr1	173400000	173500000	HC4
chr1	173500000	173600000	HC7
chr1	173600000	173800000	HC4
chr1	173800000	174000000	HC2
chr1	174000000	174100000	HC4
chr1	174100000	174200000	HC2
chr1	174200000	175000000	HC4
chr1	175000000	175100000	HC5
chr1	175100000	175200000	HC4
chr1	175200000	175400000	HC7
chr1	175400000	175800000	HC5
chr1	175800000	175900000	HC7
chr1	175900000	176100000	HC4
chr1	176100000	176200000	HC2
chr1	176200000	177300000	HC5
chr1	177300000	178000000	HC8
chr1	178000000	178100000	HC7
chr1	178100000	178300000	HC8
chr1	178300000	178500000	HC7
chr1	178500000	178600000	HC4
chr1	178600000	178900000	HC7
chr1	178900000	179400000	HC4
chr1	179400000	179700000	HC5
chr1	179700000	179800000	HC7
chr1	179800000	179900000	HC4
chr1	179900000	180000000	HC2
chr1	180000000	180900000	HC4
chr1	180900000	181200000	HC2
chr1	181200000	181300000	HC5
chr1	181300000	181800000	HC4
chr1	181800000	181900000	HC5
chr1	181900000	182000000	HC4
chr1	182000000	182300000	HC5
chr1	182300000	182500000	HC4
chr1	182500000	182600000	HC2
chr1	182600000	182800000	HC4
chr1	182800000	182900000	HC2
chr1	182900000	183000000	HC4
chr1	183000000	183100000	HC2
chr1	183100000	183300000	HC4
chr1	183300000	183400000	HC5
chr1	183400000	183600000	HC2
chr1	183600000	183700000	HC4
chr1	183700000	183900000	HC2
chr1	183900000	184000000	HC5
chr1	184000000	184100000	HC4
chr1	184100000	184600000	HC7
chr1	184600000	185300000	HC4
chr1	185300000	185700000	HC7
chr1	185700000	186200000	HC8
chr1	186200000	186300000	HC7
chr1	186300000	186400000	HC4
chr1	186400000	186800000	HC7
chr1	186800000	186900000	HC4
chr1	186900000	187300000	HC7
chr1	187300000	187900000	HC8
chr1	187900000	188000000	HC7
chr1	188000000	191100000	HC8
chr1	191100000	191200000	HC7
chr1	191200000	192400000	HC8
chr1	192400000	192500000	HC7
chr1	192500000	192600000	HC2
chr1	192600000	192800000	HC7
chr1	192800000	192900000	HC8
chr1	192900000	193300000	HC4
chr1	193300000	193600000	HC7
chr1	193600000	194700000	HC8
chr1	194700000	194800000	HC7
chr1	194800000	197000000	HC8
chr1	197000000	197100000	HC7
chr1	197100000	197200000	HC4
chr1	197200000	197500000	HC8
chr1	197500000	197900000	HC7
chr1	197900000	198100000	HC8
chr1	198100000	198300000	HC4
chr1	198300000	198500000	HC7
chr1	198500000	199200000	HC4
chr1	199200000	199500000	HC7
chr1	199500000	199800000	HC8
chr1	199800000	200300000	HC7
chr1	200300000	200500000	HC4
chr1	200500000	201000000	HC2
chr1	201000000	201100000	HC5
chr1	201100000	201200000	HC3
chr1	201200000	201300000	HC5
chr1	201300000	201500000	HC3
chr1	201500000	201600000	HC5
chr1	201600000	201800000	HC3
chr1	201800000	202200000	HC1
chr1	202200000	202300000	HC5
chr1	202300000	202600000	HC1
chr1	202600000	202700000	HC3
chr1	202700000	203000000	HC1
chr1	203000000	203100000	HC3
chr1	203100000	203200000	HC5
chr1	203200000	203400000	HC1
chr1	203400000	203700000	HC3
chr1	203700000	203800000	HC1
chr1	203800000	203900000	HC3
chr1	203900000	204300000	HC5
chr1	204300000	204600000	HC1
chr1	204600000	205000000	HC5
chr1	205000000	205100000	HC3
chr1	205100000	205300000	HC1
chr1	205300000	205400000	HC5
chr1	205400000	205500000	HC3
chr1	205500000	205800000	HC1
chr1	205800000	205900000	HC5
chr1	205900000	206000000	HC9
chr1	206100000	206200000	HC9
chr1	206200000	206300000	HC1
chr1	206300000	206400000	HC3
chr1	206500000	206600000	HC9
chr1	206600000	207200000	HC1
chr1	207200000	207300000	HC4
chr1	207300000	207400000	HC5
chr1	207400000	207500000	HC4
chr1	207500000	207700000	HC2
chr1	207700000	207800000	HC9
chr1	207800000	207900000	HC4
chr1	207900000	208000000	HC2
chr1	208000000	208100000	HC4
chr1	208100000	208300000	HC5
chr1	208300000	208400000	HC3
chr1	208400000	209200000	HC5
chr1	209200000	209300000	HC4
chr1	209300000	209800000	HC5
chr1	209800000	210100000	HC4
chr1	210100000	210500000	HC5
chr1	210500000	210600000	HC4
chr1	210600000	211400000	HC5
chr1	211400000	211900000	HC4
chr1	211900000	212300000	HC2
chr1	212300000	212400000	HC4
chr1	212400000	212600000	HC2
chr1	212600000	212700000	HC4
chr1	212700000	213200000	HC2
chr1	213200000	213400000	HC4
chr1	213400000	213600000	HC7
chr1	213600000	214100000	HC8
chr1	214100000	214200000	HC7
chr1	214200000	214400000	HC8
chr1	214400000	214500000	HC4
chr1	214500000	214700000	HC7
chr1	214700000	214900000	HC4
chr1	214900000	215100000	HC8
chr1	215100000	215200000	HC7
chr1	215200000	215700000	HC8
chr1	215700000	215800000	HC4
chr1	215800000	216700000	HC8
chr1	216700000	216800000	HC7
chr1	216800000	217600000	HC8
chr1	217600000	217700000	HC7
chr1	217700000	217800000	HC4
chr1	217800000	217900000	HC7
chr1	217900000	218400000	HC8
chr1	218400000	218500000	HC4
chr1	218500000	218600000	HC7
chr1	218600000	219200000	HC8
chr1	219200000	219300000	HC7
chr1	219300000	219400000	HC4
chr1	219400000	219600000	HC7
chr1	219600000	219700000	HC4
chr1	219700000	219800000	HC7
chr1	219800000	220100000	HC8
chr1	220100000	220500000	HC4
chr1	220500000	220600000	HC7
chr1	220600000	220700000	HC8
chr1	220700000	221500000	HC7
chr1	221500000	221600000	HC8
chr1	221600000	221800000	HC7
chr1	221800000	222000000	HC2
chr1	222000000	222200000	HC4
chr1	222200000	222700000	HC7
chr1	222700000	222800000	HC4
chr1	222800000	222900000	HC2
chr1	222900000	223100000	HC7
chr1	223100000	223700000	HC5
chr1	223700000	223800000	HC9
chr1	223800000	223900000	HC5
chr1	223900000	224100000	HC4
chr1	224100000	224200000	HC9
chr1	224200000	224300000	HC5
chr1	224300000	224600000	HC2
chr1	224600000	224700000	HC4
chr1	224700000	224900000	HC5
chr1	224900000	225000000	HC4
chr1	225000000	225100000	HC7
chr1	225100000	225500000	HC8
chr1	225500000	225600000	HC7
chr1	225600000	225700000	HC4
chr1	225700000	225900000	HC5
chr1	225900000	226000000	HC4
chr1	226000000	226600000	HC2
chr1	226600000	226800000	HC5
chr1	226800000	227000000	HC2
chr1	227000000	227200000	HC4
chr1	227200000	227700000	HC5
chr1	227700000	228000000	HC3
chr1	228000000	228200000	HC5
chr1	228200000	228300000	HC2
chr1	228300000	228700000	HC3
chr1	228700000	228800000	HC9
chr1	228800000	229400000	HC5
chr1	229400000	229600000	HC4
chr1	229600000	229800000	HC2
chr1	229800000	230200000	HC5
chr1	230200000	230400000	HC2
chr1	230400000	230500000	HC4
chr1	230500000	230700000	HC5
chr1	230700000	230900000	HC3
chr1	230900000	231000000	HC5
chr1	231000000	231200000	HC4
chr1	231200000	231300000	HC5
chr1	231300000	231500000	HC4
chr1	231500000	231600000	HC2
chr1	231600000	231800000	HC4
chr1	231800000	232900000	HC5
chr1	232900000	233500000	HC4
chr1	233500000	233600000	HC5
chr1	233600000	233700000	HC4
chr1	233700000	233800000	HC2
chr1	233800000	233900000	HC4
chr1	233900000	234300000	HC5
chr1	234300000	234500000	HC4
chr1	234500000	234900000	HC2
chr1	234900000	235000000	HC1
chr1	235000000	235700000	HC2
chr1	235700000	235800000	HC5
chr1	235800000	236000000	HC4
chr1	236000000	236500000	HC2
chr1	236500000	236800000	HC4
chr1	236800000	236900000	HC7
chr1	236900000	237100000	HC4
chr1	237100000	238200000	HC8
chr1	238200000	238300000	HC7
chr1	238300000	238500000	HC8
chr1	238500000	239800000	HC6
chr1	239800000	241600000	HC8
chr1	241600000	241900000	HC4
chr1	241900000	242000000	HC8
chr1	242000000	242100000	HC4
chr1	242100000	242200000	HC7
chr1	242200000	242300000	HC8
chr1	242300000	242400000	HC7
chr1	242400000	242500000	HC9
chr1	242500000	243100000	HC8
chr1	243100000	243300000	HC9
chr1	243300000	243400000	HC3
chr1	243400000	243500000	HC2
chr1	243500000	243700000	HC4
chr1	243700000	243800000	HC7
chr1	243800000	244100000	HC4
chr1	244100000	244200000	HC7
chr1	244200000	244300000	HC4
chr1	244300000	244400000	HC7
chr1	244400000	244700000	HC4
chr1	244700000	244800000	HC5
chr1	244800000	244900000	HC4
chr1	244900000	245200000	HC2
chr1	245200000	245300000	HC5
chr1	245300000	245400000	HC4
chr1	245400000	245800000	HC5
chr1	245800000	246200000	HC4
chr1	246200000	246400000	HC7
chr1	246400000	246600000	HC4
chr1	246600000	247100000	HC2
chr1	247100000	247600000	HC3
chr1	247600000	247800000	HC9
chr1	247800000	248000000	HC6
chr1	248000000	248500000	HC9
chr1	248500000	248700000	HC3
chr1	248800000	248900000	HC3
chr1	248900000	249100000	HC9
chr1	249100000	249300000	HC3
chr2	0	200000	HC9
chr2	200000	300000	HC3
chr2	300000	600000	HC9
chr2	600000	800000	HC3
chr2	800000	1100000	HC9
chr2	1100000	2700000	HC6
chr2	2700000	2900000	HC5
chr2	2900000	3200000	HC7
chr2	3200000	3500000	HC2
chr2	3500000	3600000	HC3
chr2	3600000	3700000	HC2
chr2	3700000	3800000	HC7
chr2	3800000	4900000	HC8
chr2	4900000	5000000	HC6
chr2	5000000	5100000	HC9
chr2	5100000	6200000	HC8
chr2	6200000	6400000	HC7
chr2	6400000	6500000	HC4
chr2	6500000	6700000	HC7
chr2	6700000	6900000	HC8
chr2	6900000	7000000	HC7
chr2	7000000	7200000	HC4
chr2	7200000	7800000	HC7
chr2	7800000	8000000	HC4
chr2	8000000	8300000	HC7
chr2	8300000	8600000	HC4
chr2	8600000	8700000	HC2
chr2	8700000	9300000	HC4
chr2	9300000	9500000	HC5
chr2	9500000	10100000	HC2
chr2	10100000	10300000	HC1
chr2	10300000	10500000	HC3
chr2	10500000	10600000	HC1
chr2	10600000	10700000	HC5
chr2	10700000	10800000	HC2
chr2	10800000	11000000	HC4
chr2	11000000	11200000	HC5
chr2	11200000	11400000	HC4
chr2	11400000	11500000	HC2
chr2	11500000	11700000	HC4
chr2	11700000	11800000	HC5
chr2	11800000	12000000	HC4
chr2	12000000	12200000	HC2
chr2	12200000	12300000	HC4
chr2	12300000	12900000	HC7
chr2	12900000	13400000	HC8
chr2	13400000	13600000	HC7
chr2	13600000	13700000	HC4
chr2	13700000	14100000	HC7
chr2	14100000	14400000	HC8
chr2	14400000	14500000	HC7
chr2	14500000	15100000	HC8
chr2	15100000	15300000	HC7
chr2	15300000	15800000	HC4
chr2	15800000	16000000	HC7
chr2	16000000	16100000	HC8
chr2	16100000	16200000	HC7
chr2	16200000	16800000	HC8
chr2	16800000	17000000	HC7
chr2	17000000	17700000	HC8
chr2	17700000	17800000	HC7
chr2	17800000	18000000	HC4
chr2	18000000	18100000	HC7
chr2	18100000	18700000	HC8
chr2	18700000	18800000	HC4
chr2	18800000	19000000	HC8
chr2	19000000	19100000	HC7
chr2	19100000	19500000	HC8
chr2	19500000	19600000	HC4
chr2	19600000	19900000	HC8
chr2	19900000	20000000	HC7
chr2	20000000	20400000	HC4
chr2	20400000	20600000	HC2
chr2	20600000	20700000	HC4
chr2	20700000	20800000	HC2
chr2	20800000	21100000	HC4
chr2	21100000	21200000	HC7
chr2	21200000	23300000	HC8
chr2	23300000	23600000	HC5
chr2	23600000	23700000	HC2
chr2	23700000	23900000	HC3
chr2	23900000	25100000	HC2
chr2	25100000	26700000	HC1
chr2	26700000	27000000	HC3
chr2	27000000	28000000	HC1
chr2	28000000	28700000	HC3
chr2	28700000	28800000	HC5
chr2	28800000	29400000	HC1
chr2	29400000	29500000	HC3
chr2	29500000	30300000	HC5
chr2	30300000	30900000	HC4
chr2	30900000	31400000	HC5
chr2	31400000	31500000	HC4
chr2	31500000	32000000	HC5
chr2	32000000	32100000	HC7
chr2	32100000	32400000	HC2
chr2	32400000	32500000	HC4
chr2	32500000	32800000	HC2
chr2	32800000	33000000	HC4
chr2	33000000	33700000	HC7
chr2	33700000	33800000	HC2
chr2	33800000	33900000	HC4
chr2	33900000	34000000	HC8
chr2	34000000	34100000	HC7
chr2	34100000	34900000	HC8
chr2	34900000	35000000	HC7
chr2	35000000	36400000	HC8
chr2	36400000	36800000	HC7
chr2	36800000	36900000	HC4
chr2	36900000	37000000	HC8
chr2	37000000	37100000	HC7
chr2	37100000	37500000	HC2
chr2	37500000	37700000	HC4
chr2	37700000	37900000	HC2
chr2	37900000	38300000	HC4
chr2	38300000	39000000	HC2
chr2	39000000	39700000	HC4
chr2	39700000	39900000	HC7
chr2	39900000	40100000	HC4
chr2	40100000	41600000	HC8
chr2	41600000	41700000	HC7
chr2	41700000	41900000	HC8
chr2	41900000	42200000	HC7
chr2	42200000	42300000	HC4
chr2	42300000	42500000	HC2
chr2	42500000	42600000	HC4
chr2	42600000	42700000	HC5
